"","hgnc","ensembl_gene_id","entrez","chromosome","start_position","end_position","strand"
"393","KCNAB2","ENSG00000069424",8514,"1",5990927,6101193,"+"
"394","100996712",NA,100996712,NA,NA,NA,NA
"395","ENDOD1","ENSG00000149218",23052,"11",95089846,95132645,"+"
"396","DCLK2","ENSG00000170390",166614,"4",150078445,150257438,"+"
"397","ENPP2","ENSG00000136960",5168,"8",119557086,119673453,"-"
"398","MMD","ENSG00000108960",23531,"17",55392622,55421924,"-"
"399","IFI16","ENSG00000163565",3428,"1",158999968,159055155,"+"
"400","ZBTB42","ENSG00000179627",100128927,"14",104800596,104804712,"+"
"401","STX11","ENSG00000135604",8676,"6",144150487,144191939,"+"
"402","IRF2","ENSG00000168310",3660,"4",184385702,184474558,"-"
"403","CHRNB2","ENSG00000160716",1141,"1",154567778,154580013,"+"
"404","ITGB7","ENSG00000139626",3695,"12",53191323,53207282,"-"
"405","FN1","ENSG00000115414",2335,"2",215360440,215436073,"-"
"406","RAB43","ENSG00000172780",339122,"3",129087569,129122801,"-"
"407","LINC01145","ENSG00000290867",103091866,"1",145116453,145217352,"-"
"408","CAMK2B","ENSG00000058404",816,"7",44210019,44334577,"-"
"409","ANKFY1","ENSG00000185722",51479,"17",4163821,4263995,"-"
"410","FCGR3A","ENSG00000203747",2214,"1",161541759,161550968,"-"
"411","RFLNB","ENSG00000283979",359845,"17",439978,445939,"-"
"412","YEATS2","ENSG00000163872",55689,"3",183697797,183812624,"+"
"413","SMIM35","ENSG00000255274",100526771,"11",118003634,118088299,"-"
"414","C2","ENSG00000231543",717,"6",31897785,31945673,"+"
"415","LMO2","ENSG00000135363",4005,"11",33858576,33892076,"-"
"416","UHRF1","ENSG00000276043",29128,"19",4903080,4962154,"+"
"417","P2RX7","ENSG00000089041",5027,"12",121132819,121188032,"+"
"418","OCSTAMP","ENSG00000149635",128506,"20",46540946,46550654,"-"
"419","TASL","ENSG00000120280",80231,"X",30558809,30577766,"-"
"420","BISPR","ENSG00000282851",105221694,"19",17405686,17419324,"+"
"421","TGM1","ENSG00000285348",7051,"14",24249114,24264432,"-"
"422","CACNA1I","ENSG00000100346",8911,"22",39570753,39689735,"+"
"423","100289097",NA,100289097,NA,NA,NA,NA
"424","SLC28A3","ENSG00000197506",64078,"9",84275457,84340758,"-"
"425","ROBO1","ENSG00000169855",6091,"3",78597239,79767998,"-"
"426","C4B","ENSG00000224389",721,"6",32014795,32035418,"+"
"427","HLA-C","ENSG00000206435",3107,"6",31268749,31272130,"-"
"428","AKAP6","ENSG00000151320",9472,"14",32329298,32837684,"+"
"429","TLR7","ENSG00000196664",51284,"X",12867072,12890361,"+"
"430","PIWIL4-AS1","ENSG00000255929",105369438,"11",94545330,94740388,"-"
"431","CNDP2","ENSG00000133313",55748,"18",74495816,74523454,"+"
"432","CCR1","ENSG00000163823",1230,"3",46201711,46208313,"-"
"433","TRIP4","ENSG00000103671",9325,"15",64387748,64455303,"+"
"434","BAG1","ENSG00000107262",573,"9",33247820,33264720,"-"
"435","C1S","ENSG00000182326",716,"12",6988259,7071032,"+"
"436","AKAP7","ENSG00000118507",9465,"6",131135467,131283535,"+"
"437","CEACAM1","ENSG00000079385",634,"19",42507304,42561234,"-"
"438","ANGPTL6","ENSG00000130812",83854,"19",10092338,10102678,"-"
"439","BLOC1S3","ENSG00000189114",388552,"19",45178784,45216933,"+"
"440","C1R","ENSG00000288512",715,"12",7080214,7092540,"-"
"441","IRF4","ENSG00000137265",3662,"6",391739,411443,"+"
"442","PDGFC","ENSG00000145431",56034,"4",156760454,156971799,"-"
"443","MVB12B","ENSG00000196814",89853,"9",126326829,126507041,"+"
"444","101928451",NA,101928451,NA,NA,NA,NA
"445","SCO2","ENSG00000284194",9997,"22",50523568,50526461,"-"
"446","DOP1A","ENSG00000083097",23033,"6",83067666,83171350,"+"
"447","SAMD4A","ENSG00000020577",23034,"14",54566117,54793315,"+"
"448","GPD1","ENSG00000167588",2819,"12",50103982,50111313,"+"
"449","SLC8A1","ENSG00000183023",6546,"2",40097270,40611053,"-"
"450","ZMYND15","ENSG00000141497",84225,"17",4739833,4746119,"+"
"451","SMCHD1","ENSG00000101596",23347,"18",2655726,2805017,"+"
"452","EHD4","ENSG00000103966",30844,"15",41895933,41972557,"-"
"453","ITIH4","ENSG00000055955",3700,"3",52812962,52830688,"-"
"454","ENTPD5","ENSG00000187097",957,"14",73958010,74019399,"-"
"455","CA2","ENSG00000104267",760,"8",85463968,85481493,"+"
"456","ABTB2","ENSG00000166016",25841,"11",34150987,34358010,"-"
"457","FAM177A1","ENSG00000151327",283635,"14",35045117,35116630,"+"
"458","GPR180","ENSG00000152749",160897,"13",94601857,94634661,"+"
"459","CCDC102A","ENSG00000135736",92922,"16",57512181,57536571,"-"
"460","OSBPL6","ENSG00000079156",114880,"2",178194481,178402893,"+"
"461","FGL2","ENSG00000127951",10875,"7",77193369,77199848,"-"
"462","RICTOR","ENSG00000164327",253260,"5",38937920,39074402,"-"
"463","PALM2AKAP2","ENSG00000157654",445815,"9",109498325,110172512,"+"
"464","IMPDH2","ENSG00000178035",3615,"3",49024325,49029447,"-"
"465","SPRY4","ENSG00000187678",81848,"5",142310427,142326455,"-"
"466","ARHGAP9","ENSG00000123329",64333,"12",57472264,57488814,"-"
"467","CYLD","ENSG00000083799",1540,"16",50742050,50801935,"+"
"468","TNFSF14","ENSG00000125735",8740,"19",6658085,6670588,"-"
"469","RUNX3","ENSG00000020633",864,"1",24899511,24965121,"-"
"470","ACO1","ENSG00000122729",48,"9",32384603,32454769,"+"
"471","PRKCE","ENSG00000171132",5581,"2",45651345,46187990,"+"
"472","PHF11","ENSG00000136147",51131,"13",49495610,49528981,"+"
"473","LILRB4","ENSG00000275730",11006,"19",54643889,54670359,"+"
"474","INPP5D","ENSG00000281614",3635,"2",233059967,233207903,"+"
"475","SLC43A2","ENSG00000278550",124935,"17",1569268,1628886,"-"
"476","112268418",NA,112268418,NA,NA,NA,NA
"477","NIBAN1","ENSG00000135842",116496,"1",184790724,184974508,"-"
"478","RIPOR2","ENSG00000111913",9750,"6",24804282,25042170,"-"
"479","APOBEC3A","ENSG00000262156",200315,"22",38952741,38963184,"+"
"480","DYSF","ENSG00000135636",8291,"2",71453561,71686763,"+"
"481","SLC2A3","ENSG00000059804",6515,"12",7919230,8019007,"-"
"482","402483",NA,402483,NA,NA,NA,NA
"483","ALMS1P1","ENSG00000291487",200420,"2",73640723,73721352,"+"
"484","SCRN1","ENSG00000136193",9805,"7",29920104,29990289,"-"
"485","101927741",NA,101927741,NA,NA,NA,NA
"486","ARHGAP22","ENSG00000128805",58504,"10",48446036,48656265,"-"
"487","GTF2B","ENSG00000137947",2959,"1",88852633,88891944,"-"
"488","101926887",NA,101926887,NA,NA,NA,NA
"489","PSMA2","ENSG00000106588",5683,"7",42916828,42932185,"-"
"490","APOBEC3C","ENSG00000244509",27350,"22",39014257,39020352,"+"
"491","NAT8L","ENSG00000185818",339983,"4",2059327,2069089,"+"
"492","PDE4B","ENSG00000184588",5142,"1",65792514,66374579,"+"
"493","ZBP1","ENSG00000124256",81030,"20",57603846,57620576,"-"
"494","ZNRF2","ENSG00000180233",223082,"7",30284597,30367689,"+"
"495","APOBEC3D","ENSG00000243811",140564,"22",39021113,39033277,"+"
"496","105374071",NA,105374071,NA,NA,NA,NA
"497","AIDA","ENSG00000186063",64853,"1",222668013,222713210,"-"
"498","N4BP1","ENSG00000102921",9683,"16",48538726,48620148,"-"
"499","CREBRF","ENSG00000164463",153222,"5",173056352,173139284,"+"
"500","ANXA4","ENSG00000196975",307,"2",69644425,69827112,"+"
"501","ERAP2","ENSG00000164308",64167,"5",96875986,96919703,"+"
"502","CSAG1","ENSG00000198930",158511,"X",152727484,152733735,"-"
"503","SLC18B1","ENSG00000146409",116843,"6",132769370,132813339,"-"
"504","DCP1A","ENSG00000272886",55802,"3",53283429,53347586,"-"
"505","APOBEC3H","ENSG00000100298",164668,"22",39097224,39104067,"+"
"506","RUSC1","ENSG00000160753",23623,"1",155320894,155331114,"+"
"507","PLAGL1","ENSG00000118495",5325,"6",143940300,144064599,"-"
"508","BCL2L13","ENSG00000099968",23786,"22",17628855,17730855,"+"
"509","DAPP1","ENSG00000070190",27071,"4",99816827,99870190,"+"
"510","LTA4H","ENSG00000111144",4048,"12",96000753,96043520,"-"
"511","CILK1","ENSG00000112144",22858,"6",53001279,53061824,"-"
"512","107986762",NA,107986762,NA,NA,NA,NA
"513","SLAMF7","ENSG00000026751",57823,"1",160739057,160754821,"+"
"514","PARP12","ENSG00000059378",64761,"7",140023749,140062951,"-"
"515","GLUL","ENSG00000135821",2752,"1",182378098,182392206,"-"
"516","SNX20","ENSG00000167208",124460,"16",50666300,50681353,"-"
"517","TMEM150B","ENSG00000180061",284417,"19",55312801,55334048,"-"
"518","MSR1","ENSG00000038945",4481,"8",16107878,16567490,"-"
"519","DNAJA1","ENSG00000086061",3301,"9",33025273,33039907,"+"
"520","DAB2IP","ENSG00000136848",153090,"9",121567057,121785530,"+"
"521","PRADC1","ENSG00000135617",84279,"2",73228010,73233239,"-"
"522","TMEM219","ENSG00000149932",124446,"16",29940885,29973050,"+"
"523","PABIR3","ENSG00000156500",159091,"X",134796395,134854835,"+"
"524","GTPBP2","ENSG00000172432",54676,"6",43605316,43629264,"-"
"525","THBD","ENSG00000178726",7056,"20",23045633,23049672,"-"
"526","RAB8A","ENSG00000167461",4218,"19",16111889,16134234,"+"
"527","AMPD2","ENSG00000116337",271,"1",109616104,109632051,"+"
"528","SAMD1","ENSG00000288488",90378,"19",14087851,14091036,"-"
"529","WDFY1","ENSG00000085449",57590,"2",223855716,223945357,"-"
"530","C5","ENSG00000106804",727,"9",120932987,121075195,"-"
"531","ZNG1C","ENSG00000196873",644019,"9",68232003,68300035,"+"
"532","LGALS12","ENSG00000133317",85329,"11",63506052,63516774,"+"
"533","DNAJC1","ENSG00000136770",64215,"10",21756548,22003769,"-"
"534","PTPA","ENSG00000119383",5524,"9",129110950,129148946,"+"
"535","PRRG4","ENSG00000135378",79056,"11",32829927,32858120,"+"
"536","MOV10","ENSG00000155363",4343,"1",112673141,112700756,"+"
"537","HLA-B","ENSG00000228964",3106,"6",31353872,31367067,"-"
"538","TREX1","ENSG00000213689",11277,"3",48465811,48467645,"+"
"539","BAZ2A","ENSG00000076108",11176,"12",56595596,56636816,"-"
"540","ZNG1C.1","ENSG00000196873",445571,"9",68232003,68300035,"+"
"541","KAT2B","ENSG00000114166",8850,"3",20040446,20154404,"+"
"542","ZBED1","ENSG00000292345",9189,"Y",2486414,2500976,"-"
"543","PTK2B","ENSG00000120899",2185,"8",27311482,27459391,"+"
"544","FAM225A","ENSG00000231528",286333,"9",113111624,113119928,"+"
"545","HBEGF","ENSG00000113070",1839,"5",140332843,140346603,"-"
"546","ZNG1E","ENSG00000147996",220869,"9",65668805,65734041,"+"
"547","MCL1","ENSG00000143384",4170,"1",150560895,150579738,"-"
"548","ZNF277","ENSG00000198839",11179,"7",112206695,112343934,"+"
"549","NAPA","ENSG00000105402",8775,"19",47487637,47515091,"-"
"550","NHLRC3","ENSG00000188811",387921,"13",39038306,39050109,"+"
"551","AMBRA1","ENSG00000110497",55626,"11",46396414,46594125,"-"
"552","DHCR7","ENSG00000172893",1717,"11",71428193,71452868,"-"
"553","RNF114","ENSG00000124226",55905,"20",49936336,49953885,"+"
"554","TFEC","ENSG00000105967",22797,"7",115935148,116159896,"-"
"555","105374985",NA,105374985,NA,NA,NA,NA
"556","101929179",NA,101929179,NA,NA,NA,NA
"557","100128262",NA,100128262,NA,NA,NA,NA
"558","NECTIN2","ENSG00000130202",5819,"19",44846175,44889223,"+"
"559","WDR45","ENSG00000196998",11152,"X",49074433,49101170,"-"
"560","TMEM62","ENSG00000137842",80021,"15",43123279,43185144,"+"
"561","UTRN","ENSG00000152818",7402,"6",144285335,144853034,"+"
"562","SMARCA5","ENSG00000153147",8467,"4",143513702,143557486,"+"
"563","ARHGAP25","ENSG00000163219",9938,"2",68679601,68826833,"+"
"564","100506388",NA,100506388,NA,NA,NA,NA
"565","ITM2B","ENSG00000136156",9445,"13",48232612,48270357,"+"
"566","TBX15","ENSG00000092607",6913,"1",118883046,118989556,"-"
"567","SFT2D2","ENSG00000213064",375035,"1",168225938,168253021,"+"
"568","CD5L","ENSG00000073754",922,"1",157830911,157898256,"-"
"569","PPA1","ENSG00000180817",5464,"10",70202835,70233911,"-"
"570","TBXAS1","ENSG00000059377",6916,"7",139777051,140020325,"+"
"571","MTCL3","ENSG00000214338",387104,"6",127472806,127519335,"-"
"572","ST6GALNAC4","ENSG00000136840",27090,"9",127907886,127917041,"-"
"573","MYL12A","ENSG00000101608",10627,"18",3247481,3256236,"+"
"574","ARHGAP27","ENSG00000276836",201176,"17",45393902,45434421,"-"
"575","LILRB1","ENSG00000277134",10859,"19",54617158,54638022,"+"
"576","FAM168B","ENSG00000152102",130074,"2",131047876,131093460,"-"
"577","STAT3","ENSG00000168610",6774,"17",42313324,42388568,"-"
"578","CFP","ENSG00000126759",5199,"X",47623172,47630305,"-"
"579","C4A","ENSG00000244207",720,"6",31982057,32002681,"+"
"580","WASHC2A","ENSG00000099290",387680,"10",50067888,50133509,"+"
"581","MICB","ENSG00000204516",4277,"6",31494881,31511124,"+"
"582","TRADD","ENSG00000102871",8717,"16",67154185,67159909,"-"
"583","CCL13","ENSG00000181374",6357,"17",34356480,34358610,"+"
"584","HLA-F","ENSG00000204642",3134,"6",29722775,29738528,"+"
"585","TMEM273","ENSG00000204161",170371,"10",49154725,49188585,"-"
"586","MVP","ENSG00000013364",9961,"16",29820394,29848039,"+"
"587","TEK","ENSG00000120156",7010,"9",27109141,27230174,"+"
"588","CALHM5","ENSG00000178033",254228,"6",116511639,116524788,"+"
"589","ARHGAP21","ENSG00000107863",57584,"10",24583609,24723887,"-"
"590","PRICKLE1","ENSG00000139174",144165,"12",42456757,42590355,"-"
"591","HAPLN3","ENSG00000140511",145864,"15",88877294,88895597,"-"
"592","ATXN7L1","ENSG00000146776",222255,"7",105604772,105876599,"-"
"593","C21orf91","ENSG00000154642",54149,"21",17788974,17819386,"-"
"594","GGT5","ENSG00000099998",2687,"22",24219654,24245108,"-"
"595","MIA3","ENSG00000154305",375056,"1",222618097,222668007,"+"
"596","MCOLN2","ENSG00000153898",255231,"1",84925583,84997113,"-"
"597","SAMSN1","ENSG00000155307",64092,"21",14485228,14658821,"-"
"598","PANDAR","ENSG00000281450",101154753,"6",36673621,36675126,"-"
"599","PRKACA","ENSG00000288516",5566,"19",14091688,14118084,"-"
"600","ADAMTSL4","ENSG00000143382",54507,"1",150549369,150560937,"+"
"601","GDF15","ENSG00000130513",9518,"19",18374731,18389176,"+"
"602","P2RY12","ENSG00000169313",64805,"3",151336843,151384753,"-"
"603","OPN3","ENSG00000054277",23596,"1",241590102,241677376,"-"
"604","NEAT1","ENSG00000245532",283131,"11",65422278,65445540,"+"
"605","ADORA2B","ENSG00000170425",136,"17",15945130,15975746,"+"
"606","FMR1","ENSG00000102081",2332,"X",147911919,147951125,"+"
"607","107984338",NA,107984338,NA,NA,NA,NA
"608","FYB1","ENSG00000082074",2533,"5",39105252,39274528,"-"
"609","PNMA2","ENSG00000240694",10687,"8",26504701,26514092,"-"
"610","TSPAN5","ENSG00000168785",10098,"4",98470367,98658611,"-"
"611","100505681",NA,100505681,NA,NA,NA,NA
"612","BMPR2","ENSG00000204217",659,"2",202376327,202567751,"+"
"613","BRI3BP","ENSG00000184992",140707,"12",124993645,125031231,"+"
"614","AIM2","ENSG00000163568",9447,"1",159056129,159187843,"-"
"615","CAVIN1","ENSG00000177469",284119,"17",42402449,42423256,"-"
"616","CSRNP1","ENSG00000144655",64651,"3",39141855,39154562,"-"
"617","101929723",NA,101929723,NA,NA,NA,NA
"618","NOD1","ENSG00000106100",10392,"7",30424527,30478784,"-"
"619","CSF2RB","ENSG00000100368",1439,"22",36913628,36940439,"+"
"620","WIPF1","ENSG00000115935",7456,"2",174559572,174682916,"-"
"621","CYP27A1","ENSG00000135929",1593,"2",218781749,218815293,"+"
"622","BDH1","ENSG00000275544",622,"3",197509783,197573323,"-"
"623","FAM225B","ENSG00000225684",100128385,"9",113095149,113111543,"-"
"624","IDO1","ENSG00000131203",3620,"8",39902275,39928790,"+"
"625","FAM72A","ENSG00000196550",729533,"1",206186179,206204414,"-"
"626","TMEM50A","ENSG00000183726",23585,"1",25338317,25362361,"+"
"627","PDCD1LG2","ENSG00000197646",80380,"9",5510531,5571282,"+"
"628","FSCN1","ENSG00000075618",6624,"7",5592816,5606655,"+"
"629","PLAU","ENSG00000122861",5328,"10",73909177,73917496,"+"
"630","MMAB","ENSG00000139428",326625,"12",109553715,109573580,"-"
"631","ODF2L","ENSG00000122417",57489,"1",86346824,86396342,"-"
"632","IRF9","ENSG00000285048",10379,"14",24161234,24168043,"+"
"633","C3orf38","ENSG00000179021",285237,"3",88149959,88168729,"+"
"634","NCOA2","ENSG00000140396",10499,"8",70109782,70403808,"-"
"635","TCN2","ENSG00000185339",6948,"22",30607003,30627271,"+"
"636","GIMAP1-GIMAP5","ENSG00000281887",100527949,"7",150716668,150743646,"+"
"637","DECR1","ENSG00000104325",1666,"8",90001405,90053633,"+"
"638","ISG20","ENSG00000172183",3669,"15",88635670,88656483,"+"
"639","ATP13A1","ENSG00000105726",57130,"19",19645198,19663676,"-"
"640","HADH","ENSG00000138796",3033,"4",107989714,108035241,"+"
"641","IFITM1","ENSG00000185885",8519,"11",310041,315272,"+"
"642","PSMA4","ENSG00000041357",5685,"15",78540405,78552417,"+"
"643","SFI1","ENSG00000198089",9814,"22",31488688,31618588,"+"
"644","ITPRIPL2","ENSG00000205730",162073,"16",19113932,19121629,"+"
"645","CKAP4","ENSG00000136026",10970,"12",106237881,106304279,"-"
"646","COL6A3","ENSG00000163359",1293,"2",237324003,237414328,"-"
"647","FBXO7","ENSG00000100225",25793,"22",32474676,32498829,"+"
"648","LILRB2","ENSG00000275463",10288,"19",54273812,54281184,"-"
"649","FLT3LG","ENSG00000090554",2323,"19",49474207,49486231,"+"
"650","HIRA","ENSG00000100084",7290,"22",19330698,19447450,"-"
"651","LAIR1","ENSG00000276163",3903,"19",54351384,54370558,"-"
"652","USP25","ENSG00000155313",29761,"21",15729982,15880064,"+"
"653","DEK","ENSG00000124795",7913,"6",18223860,18264548,"-"
"654","3311",NA,3311,NA,NA,NA,NA
"655","GIMAP5","ENSG00000196329",55340,"7",150722253,150750033,"+"
"656","P2RY6","ENSG00000171631",5031,"11",73264498,73305103,"+"
"657","CTSC","ENSG00000109861",1075,"11",88265069,88359684,"-"
"658","CFLAR","ENSG00000003402",8837,"2",201116154,201176687,"+"
"659","BVES","ENSG00000112276",11149,"6",105096822,105137157,"-"
"660","AGRN","ENSG00000188157",375790,"1",1020120,1056119,"+"
"661","USP28","ENSG00000048028",57646,"11",113797874,113875572,"-"
"662","STOM","ENSG00000148175",2040,"9",121338987,121370304,"-"
"663","STX17","ENSG00000136874",55014,"9",99906654,99974534,"+"
"664","CD300LB","ENSG00000291919",124599,"17",74519000,74531475,"-"
"665","TTC38","ENSG00000075234",55020,"22",46267961,46294008,"+"
"666","ADD2","ENSG00000075340",119,"2",70607618,70768225,"-"
"667","AGPAT3","ENSG00000160216",56894,"21",43865223,43987592,"+"
"668","FAT1","ENSG00000083857",2195,"4",186587794,186726722,"-"
"669","FAM168A","ENSG00000054965",23201,"11",73400487,73598189,"-"
"670","IL12RB1","ENSG00000096996",3594,"19",18058995,18098944,"-"
"671","LINC01918","ENSG00000226508",105373984,"2",105143591,105145465,"+"
"672","UNC5C","ENSG00000182168",8633,"4",95162504,95549206,"-"
"673","H1-0","ENSG00000189060",3005,"22",37805229,37807432,"+"
"674","SLFN13","ENSG00000154760",146857,"17",35435096,35448837,"-"
"675","MYO10","ENSG00000145555",4651,"5",16661907,16936288,"-"
"676","112268218",NA,112268218,NA,NA,NA,NA
"677","SIGLEC12","ENSG00000254521",89858,"19",51491227,51501800,"-"
"678","ATRIP","ENSG00000164053",84126,"3",48446710,48467645,"+"
"679","RDH10","ENSG00000121039",157506,"8",73294602,73325281,"+"
"680","SDC3","ENSG00000162512",9672,"1",30869466,30908758,"-"
"681","GNG2","ENSG00000186469",54331,"14",51826195,51979342,"+"
"682","SCLT1","ENSG00000151466",132320,"4",128864921,129093600,"-"
"683","CLIC5","ENSG00000112782",53405,"6",45880827,46080348,"-"
"684","157983",NA,157983,NA,NA,NA,NA
"685","UVRAG","ENSG00000198382",7405,"11",75815210,76144232,"+"
"686","SERPINB1","ENSG00000021355",1992,"6",2832332,2841959,"-"
"687","DENND1A","ENSG00000119522",57706,"9",123379654,123930152,"-"
"688","TGFBI","ENSG00000120708",7045,"5",136028988,136063818,"+"
"689","TRIM38","ENSG00000112343",10475,"6",25962802,25991231,"+"
"690","ABCD1","ENSG00000101986",215,"X",153724856,153744755,"+"
"691","C6orf62","ENSG00000112308",81688,"6",24704861,24720825,"-"
"692","ADAP2","ENSG00000184060",55803,"17",30906344,30959945,"+"
"693","DPP4","ENSG00000197635",1803,"2",161992245,162074394,"-"
"694","SGPP1","ENSG00000285281",81537,"14",63684216,63728065,"-"
"695","TBC1D17","ENSG00000104946",79735,"19",49877666,49888750,"+"
"696","SLC38A5","ENSG00000017483",92745,"X",48458537,48470260,"-"
"697","GPR161","ENSG00000143147",23432,"1",168079542,168137667,"-"
"698","IFI6","ENSG00000126709",2537,"1",27666064,27672212,"-"
"699","111822955",NA,111822955,NA,NA,NA,NA
"700","IGF1","ENSG00000017427",3479,"12",102395874,102481744,"-"
"701","CYP19A1","ENSG00000137869",1588,"15",51208057,51338601,"-"
"702","SSBP3","ENSG00000157216",23648,"1",54225432,54413479,"-"
"703","SNHG16","ENSG00000163597",100507246,"17",76557191,76714384,"+"
"704","107984251",NA,107984251,NA,NA,NA,NA
